-120,-120,-122,-123,-123,-124,-124,-125,-127,-127,-127,
-127,-127,-127,-127,-127,-128,-87,1,0,-13,1,
14,35,64,6,-124,-124,-124,-124,-123,-123,-123,
-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,
-123,-123,-123,-123,-124,-124,-124,-124,-124,-124,-124,
-124,-125,-125,-125,-125,-125,-125,-125,-125,-118,-118,
-121,-122,-123,-124,-124,-125,-126,-127,-127,-127,-127,
-127,-127,-126,-124,-38,14,-13,23,2,29,50,
66,10,-74,-128,-124,-124,-123,-123,-123,-123,-123,
-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,
-123,-124,-124,-124,-124,-124,-124,-124,-124,-124,-125,
-125,-125,-125,-125,-125,-125,-125,-118,-118,-120,-122,
-123,-124,-125,-126,-126,-127,-127,-127,-127,-127,-127,
-111,-103,24,-29,-16,5,5,9,42,51,23,
62,-120,-124,-124,-123,-123,-123,-123,-123,-123,-123,
-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,
-124,-124,-124,-124,-124,-124,-124,-124,-124,-125,-125,
-125,-125,-125,-125,-125,-118,-118,-121,-122,-120,-125,
-125,-126,-126,-127,-127,-127,-127,-127,-127,-121,-77,
3,-19,2,4,13,24,60,27,73,0,-89,
-123,-124,-123,-123,-123,-123,-123,-123,-123,-123,-123,
-123,-123,-123,-123,-123,-123,-123,-123,-123,-124,-124,
-124,-124,-124,-124,-124,-124,-124,-125,-125,-125,-125,
-125,-125,-125,-118,-118,-120,-122,-123,-123,-123,-125,
-126,-126,-127,-127,-127,-127,-127,-115,43,26,0,
34,14,20,41,34,39,46,63,46,-124,-120,
-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,
-123,-123,-123,-123,-123,-123,-124,-124,-124,-124,-124,
-124,-124,-124,-124,-124,-125,-125,-125,-125,-125,-125,
-125,-118,-118,-121,-122,-123,-123,-124,-117,-126,-126,
-126,-127,-127,-126,-125,-106,42,20,18,-8,38,
85,29,41,59,71,27,44,-114,-121,-123,-123,
-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,
-123,-123,-123,-123,-123,-124,-124,-124,-124,-124,-124,
-124,-124,-124,-125,-125,-125,-125,-125,-125,-125,-118,
-118,-119,-120,-123,-123,-124,-125,-83,-126,-126,-126,
-126,-127,-121,2,39,23,27,72,46,74,32,
34,12,26,51,33,-62,-127,-122,-124,-121,-121,
-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,-123,
-123,-123,-123,-124,-124,-124,-124,-124,-124,-124,-124,
-123,-126,-121,-121,-126,-126,-125,-125,-118,-119,-119,
-120,-122,-123,-123,-124,-124,-26,-128,-126,-121,-103,
-75,33,62,35,46,46,53,48,74,88,93,
48,36,56,58,-110,-124,-122,-121,-121,-123,-123,
-123,-123,-123,-124,-124,-123,-123,-123,-123,-123,-123,
-123,-123,-124,-124,-124,-124,-124,-124,-125,-121,-116,
-119,-122,-118,-121,-125,-125,-118,-118,-119,-119,-120,
-121,-123,-124,-124,-125,-70,-125,-125,-126,-121,60,
36,43,-18,4,64,71,-24,-16,51,5,50,
39,36,-47,-120,-124,-117,-121,-123,-123,-123,-124,
-124,-124,-124,-124,-124,-123,-123,-123,-123,-123,-124,
-124,-124,-124,-122,-126,-116,-91,15,39,48,64,
-59,-103,-126,-126,-118,-118,-119,-119,-119,-120,-123,
-123,-124,-124,-126,-116,-127,-126,-81,82,62,59,
34,63,73,15,61,61,66,59,54,53,68,
28,-91,-100,-114,-117,-123,-123,-124,-124,-124,-124,
-124,-124,-123,-124,-123,-123,-123,-123,-123,-124,-124,
-124,-111,-20,10,19,-19,-16,-9,-13,0,-66,
-120,-125,-119,-119,-119,-119,-119,-120,-120,-121,-123,
-124,-124,-122,-117,-115,-112,77,63,41,18,49,
23,72,53,73,46,48,64,48,54,62,24,
-60,-107,-117,-123,-123,-125,-125,-124,-124,-124,-124,
-124,-124,-123,-123,-123,-123,-124,-125,-125,-90,4,
-6,18,6,33,23,12,10,9,-28,-121,-127,
-119,-119,-119,-119,-119,-119,-120,-120,-123,-123,-123,
-124,-124,-119,-80,65,71,38,54,16,4,22,
54,6,51,66,65,42,37,51,28,23,-59,
-80,-89,-107,-120,-121,-125,-124,-124,-124,-124,-119,
-123,-123,-123,-122,-122,-117,-97,39,24,27,34,
33,25,24,53,39,-15,16,-123,-127,-119,-119,
-118,-118,-118,-118,-118,-119,-120,-121,-121,-121,-120,
-119,5,51,54,63,23,36,29,19,43,67,
31,53,48,32,32,56,-5,13,18,8,27,
20,-3,-17,-21,-42,-105,-115,-114,-91,-125,-124,
-119,-114,-113,-30,22,29,30,38,24,29,14,
12,26,-14,-11,14,-106,-125,-119,-119,-118,-118,
-109,-118,-120,-115,-122,-120,-120,-119,-121,-94,28,
45,42,48,18,-21,-14,-44,12,-7,18,55,
-1,38,46,33,-4,13,28,36,36,26,9,
24,18,38,60,19,-70,-100,-96,-95,-32,-44,
14,6,43,36,74,29,63,49,30,52,29,
11,-10,14,-114,-126,-119,-119,-119,-116,-115,-111,
-112,-113,-121,-64,-75,-107,-100,-81,54,72,27,
31,60,-16,39,54,53,13,72,32,21,20,
36,11,-15,3,27,44,46,51,35,41,28,
54,66,46,30,-25,-19,-14,12,37,37,22,
30,65,53,34,33,61,30,27,41,60,-3,
28,-120,-125,-119,-119,-115,-112,-104,-81,-85,-91,
-92,-86,-81,-61,-53,-22,-4,61,53,26,79,
79,4,-21,29,52,28,30,29,29,20,15,
-5,13,45,42,31,39,35,61,37,53,58,
26,26,2,13,-14,65,31,40,39,38,44,
54,29,43,83,58,57,10,6,-9,37,-123,
-125,-109,-95,-74,-70,-67,-62,-15,-9,-22,-40,
-26,-36,-22,-36,-25,19,50,40,44,89,81,
25,-10,15,55,35,43,36,33,22,24,42,
64,60,70,23,27,28,58,20,6,-7,14,
14,-11,56,61,33,46,55,58,45,63,67,
20,54,3,41,18,47,41,21,-124,-125,-51,
-33,10,18,16,28,5,23,28,5,-13,-24,
-43,-55,-34,55,28,44,44,42,87,77,42,
45,42,53,59,47,15,16,60,42,45,50,
69,44,14,23,58,19,27,27,15,0,36,
65,48,38,43,47,73,85,69,36,5,-1,
14,41,16,-2,2,-83,-123,-120,22,42,58,
63,59,45,31,27,-3,-10,-22,0,9,-10,
9,47,42,32,46,48,38,58,47,40,43,
26,69,29,25,12,23,37,60,42,49,36,
53,9,24,60,34,43,20,5,15,43,54,
42,38,47,52,29,47,66,65,53,20,48,
34,63,16,-111,-124,-126,61,64,64,42,12,
11,-15,-40,-21,26,35,69,65,57,31,38,
50,29,46,36,45,31,33,41,39,85,26,
29,39,16,50,58,26,39,36,45,25,24,
54,21,2,42,32,36,9,62,52,35,43,
37,28,39,47,40,3,38,50,47,33,32,
46,-122,-125,-125,73,78,76,82,56,-25,-46,
-33,-16,11,63,73,73,98,47,41,45,40,
60,60,45,45,72,42,59,29,43,58,40,
19,69,52,18,50,41,50,66,-14,36,48,
38,39,41,38,22,46,57,41,29,48,58,
38,60,68,25,43,37,33,3,33,-100,-125,
-125,-125,74,78,79,80,72,59,0,-27,2,
31,41,42,66,69,67,62,67,77,91,31,
63,40,45,66,14,42,59,16,35,37,40,
27,71,68,48,41,17,30,27,8,29,73,
0,40,48,61,63,37,68,43,64,37,43,
50,73,54,29,12,26,61,-124,-126,-125,-125,
78,75,77,76,82,67,7,-31,2,33,38,
39,68,54,81,56,60,73,78,42,58,56,
46,54,61,54,57,25,20,33,23,26,77,
63,53,27,55,41,83,22,24,40,2,30,
66,51,62,61,67,69,70,32,36,57,81,
70,54,39,58,-7,-123,-125,-125,-125,96,94,
93,85,63,32,-24,-2,4,25,32,46,39,
52,65,74,76,54,74,52,30,72,58,60,
69,50,108,45,51,60,64,68,76,75,80,
24,16,79,87,53,29,78,47,40,71,43,
52,25,70,66,46,68,69,39,55,86,74,
72,46,-115,-125,-125,-126,-125,83,85,84,84,
57,18,-6,-6,-7,3,26,18,14,61,50,
56,74,32,78,50,50,46,45,64,53,64,
96,66,92,62,71,26,98,45,33,48,42,
58,70,25,45,51,63,64,66,62,79,57,
61,82,83,78,59,67,56,65,94,50,47,
-124,-125,-125,-126,-126,91,80,66,58,41,23,
8,20,1,14,11,16,32,40,56,50,67,
89,89,69,36,59,50,77,115,91,43,26,
65,74,53,27,80,77,65,63,77,67,42,
67,77,23,34,23,72,49,94,65,66,73,
85,50,79,48,46,62,71,49,-97,-118,-124,
-126,-126,-126,88,82,65,57,35,17,-18,-30,
-19,-13,-3,-6,23,41,36,54,66,83,71,
102,81,38,48,43,81,71,45,48,66,75,
71,42,87,88,22,28,91,45,48,85,87,
30,95,95,27,72,86,69,60,62,75,73,
63,51,56,88,86,58,-108,-126,-125,-125,-126,
-126,90,85,76,74,64,38,15,-14,-23,1,
-9,-11,5,0,12,18,34,76,77,78,61,
82,82,33,65,69,24,42,74,65,45,21,
57,72,35,46,66,95,72,83,71,53,67,
80,73,75,82,64,79,61,68,61,82,75,
77,75,69,-18,-117,-126,-125,-125,-125,-125,85,
81,69,59,49,47,26,3,6,1,-4,-25,
-44,-38,-17,13,26,2,-8,16,26,97,34,
86,53,70,43,56,67,73,84,73,85,63,
60,42,10,74,99,75,53,69,84,84,78,
81,86,63,78,81,78,68,83,55,60,58,
46,13,-93,-126,-125,-125,-125,-125,84,82,72,
70,75,47,47,-5,0,-9,29,-20,-24,-6,
4,54,81,72,56,-17,-97,-82,-64,46,93,
9,2,38,58,59,83,89,65,44,70,57,
28,91,100,88,56,65,81,99,72,95,88,
74,76,81,92,82,63,54,55,45,45,2,
